,Unnamed: 0,Mkt-RF,SMB,HML,RMW,CMA,RF,Year,Month,WML
0,4,5.93,0.04,-1.79,-0.05,-4.5,0.57,1990,11,-2.59
1,5,2.51,1.45,-1.09,1.17,-2.64,0.6,1990,12,-0.83
2,6,4.27,2.69,-0.05,1.19,-4.59,0.52,1991,1,-2.63
3,7,7.18,4.13,-0.84,-1.7,-0.1,0.48,1991,2,-2.21
4,8,2.44,3.86,-3.0,-0.01,-1.68,0.44,1991,3,3.17
5,9,-0.17,0.06,1.25,-0.1,-0.1,0.53,1991,4,-1.17
6,10,3.59,0.07,-0.01,-0.13,-2.06,0.47,1991,5,0.5
7,11,-4.71,0.9,0.57,1.48,0.97,0.42,1991,6,0.01
8,12,3.99,-0.89,-2.54,2.01,-1.46,0.49,1991,7,4.66
9,13,2.17,0.99,-1.66,1.12,-1.05,0.46,1991,8,2.81
10,14,-1.7,1.69,-0.77,-0.08,-0.02,0.46,1991,9,1.91
11,15,1.45,1.04,-0.26,-1.35,-0.65,0.42,1991,10,2.28
12,16,-4.16,-0.56,-2.18,1.92,-0.37,0.39,1991,11,0.67
13,17,10.03,-3.16,-5.33,3.5,-4.47,0.38,1991,12,8.3
14,18,-0.68,8.61,3.84,-1.96,2.59,0.34,1992,1,-1.03
15,19,1.0,1.46,4.83,-1.16,1.67,0.28,1992,2,-0.48
16,20,-2.74,-0.95,4.23,-0.76,2.04,0.34,1992,3,-0.61
17,21,1.12,-5.29,3.4,0.29,3.33,0.32,1992,4,-2.8
18,22,0.32,-0.25,0.95,-1.76,1.12,0.28,1992,5,0.57
19,23,-2.16,-2.38,2.87,-0.97,0.91,0.32,1992,6,-0.56
20,24,3.66,-0.89,-0.79,1.49,-0.28,0.31,1992,7,1.24
21,25,-2.32,-0.21,-0.24,3.36,-0.2,0.26,1992,8,-1.0
22,26,0.72,0.45,-0.96,1.43,-0.77,0.26,1992,9,2.58
23,27,0.97,2.1,-3.12,2.21,-1.93,0.23,1992,10,2.3
24,28,3.51,3.41,-2.89,0.21,-2.74,0.23,1992,11,1.88
25,29,1.55,1.66,2.07,-0.63,1.38,0.28,1992,12,3.55
26,30,0.75,2.4,5.17,-2.39,2.5,0.23,1993,1,4.97
27,31,0.45,-2.81,7.22,-2.37,4.67,0.22,1993,2,2.71
28,32,2.34,0.72,1.98,-1.5,2.03,0.25,1993,3,4.14
29,33,-2.6,-0.31,2.99,-2.94,2.12,0.24,1993,4,-0.29
30,34,2.81,1.75,-2.8,0.33,-1.31,0.22,1993,5,0.97
31,35,0.27,0.73,1.99,-0.95,1.13,0.25,1993,6,4.85
32,36,-0.37,1.11,2.55,-1.58,1.79,0.24,1993,7,2.45
33,37,3.58,0.57,0.17,0.0,-0.06,0.25,1993,8,2.34
34,38,-0.36,2.62,0.34,0.19,-0.09,0.26,1993,9,3.03
35,39,1.7,1.85,-2.98,1.16,0.62,0.22,1993,10,-1.51
36,40,-1.86,-1.44,-0.59,0.83,-0.97,0.25,1993,11,-4.39
37,41,1.68,1.06,1.02,-0.08,-0.2,0.23,1993,12,2.46
38,42,2.93,-0.15,1.87,-1.74,1.38,0.25,1994,1,1.26
39,43,-2.62,1.99,-0.72,1.27,-1.05,0.21,1994,2,-0.59
40,44,-4.64,-0.78,1.76,-0.65,1.47,0.27,1994,3,-1.4
41,45,0.61,-0.99,1.68,0.32,1.5,0.27,1994,4,-0.46
42,46,0.74,-2.27,1.23,-1.16,0.33,0.32,1994,5,-2.1
43,47,-3.15,-0.54,2.18,0.4,1.89,0.31,1994,6,-1.27
44,48,2.82,-1.76,0.49,-0.3,0.1,0.28,1994,7,-0.11
45,49,4.02,0.45,-2.57,0.89,-1.5,0.37,1994,8,1.51
46,50,-2.07,2.75,-1.07,0.1,0.48,0.37,1994,9,1.32
47,51,1.17,-1.78,-1.52,1.26,-0.73,0.38,1994,10,1.06
48,52,-4.09,-0.11,-1.16,0.84,0.02,0.37,1994,11,-0.38
49,53,0.89,-0.33,-0.23,0.6,0.45,0.44,1994,12,3.18
50,54,1.39,-1.98,1.51,1.11,0.36,0.42,1995,1,-1.18
51,55,3.63,-0.63,0.63,0.3,-0.89,0.4,1995,2,-0.46
52,56,2.25,-0.49,-1.6,-0.57,-0.28,0.46,1995,3,0.23
53,57,2.13,-0.11,1.46,-0.59,1.47,0.45,1995,4,1.89
54,58,2.94,-1.77,1.2,0.02,0.51,0.54,1995,5,-0.33
55,59,2.5,3.03,-2.9,0.41,-2.92,0.47,1995,6,3.87
56,60,3.6,2.14,-2.39,0.57,-2.36,0.45,1995,7,3.01
57,61,0.49,1.56,2.17,-1.82,1.75,0.47,1995,8,0.11
58,62,3.19,-1.42,-0.92,0.76,0.93,0.43,1995,9,2.14
59,63,-1.58,-4.11,-0.51,1.89,0.14,0.47,1995,10,2.92
60,64,3.93,-0.57,0.01,-1.63,1.14,0.42,1995,11,-0.55
61,65,1.01,0.51,-0.52,-0.35,3.08,0.49,1995,12,1.32
62,66,2.45,-2.46,0.0,0.1,2.02,0.43,1996,1,0.9
63,67,1.25,1.9,-1.92,0.09,-1.86,0.39,1996,2,1.59
64,68,0.83,1.4,0.85,0.78,-0.79,0.39,1996,3,-1.39
65,69,1.99,4.9,-3.07,0.49,-2.48,0.46,1996,4,0.26
66,70,2.14,3.11,-1.33,0.38,-0.58,0.42,1996,5,2.02
67,71,-1.03,-3.89,2.0,2.65,1.75,0.4,1996,6,-1.02
68,72,-5.8,-3.64,5.6,1.47,3.43,0.45,1996,7,-1.45
69,73,2.87,2.43,-0.38,-0.89,-2.06,0.41,1996,8,0.8
70,74,4.87,-1.84,-2.61,0.9,-2.68,0.44,1996,9,2.62
71,75,1.31,-2.61,5.33,0.5,3.17,0.42,1996,10,2.47
72,76,6.31,-4.04,2.34,1.22,-0.24,0.41,1996,11,-1.93
73,77,-1.68,3.19,0.59,-0.02,1.39,0.46,1996,12,0.17
74,78,4.97,-1.58,-1.54,1.23,-1.23,0.45,1997,1,2.39
75,79,-0.36,-2.61,5.03,-0.5,5.15,0.39,1997,2,-3.13
76,80,-4.9,-0.63,3.87,0.71,2.64,0.43,1997,3,0.78
