,Mkt-RF,SMB,HML,RMW,CMA,RF,Year,Month,Day
11232,-1.35,-0.81,0.11,0.03,-0.03,0.007,2008,2,14
11233,-0.02,-0.84,0.48,-0.23,0.22,0.007,2008,2,15
11234,-0.06,0.2,-0.31,0.68,-0.28,0.007,2008,2,19
11235,0.83,0.29,0.05,1.05,0.18,0.007,2008,2,20
11236,-1.28,-0.44,-0.21,-0.3,0.03,0.007,2008,2,21
11237,0.61,-0.81,0.57,0.19,-0.06,0.007,2008,2,22
11238,1.46,0.57,-0.18,0.35,-0.09,0.007,2008,2,25
11239,0.72,0.45,-0.03,0.46,0.19,0.007,2008,2,26
11240,-0.11,-0.03,-0.23,-0.23,-0.13,0.007,2008,2,27
11241,-0.93,-0.45,-0.55,0.28,-0.59,0.007,2008,2,28
11242,-2.64,-0.04,-0.17,-0.37,0.07,0.007,2008,2,29
11243,-0.04,-0.24,-0.4,0.86,0.34,0.009,2008,3,3
11244,-0.36,-0.1,0.1,-0.03,0.43,0.009,2008,3,4
11245,0.56,-0.22,-0.38,0.26,-0.05,0.009,2008,3,5
11246,-2.26,-0.55,-0.23,-0.03,0.31,0.009,2008,3,6
11247,-0.88,0.26,0.68,0.01,0.44,0.009,2008,3,7
11248,-1.72,-0.67,0.6,0.54,0.69,0.009,2008,3,10
11249,3.57,0.4,0.33,0.22,-0.3,0.009,2008,3,11
11250,-0.77,0.03,-0.73,-0.29,-0.21,0.009,2008,3,12
11251,0.65,1.3,-0.2,0.47,-0.36,0.009,2008,3,13
11252,-2.07,-0.29,-0.35,0.2,0.18,0.009,2008,3,14
11253,-1.21,-0.86,0.55,-0.12,0.99,0.009,2008,3,17
11254,4.09,0.18,-0.17,0.13,-0.62,0.009,2008,3,18
11255,-2.37,-0.08,0.22,-0.99,0.44,0.009,2008,3,19
11256,2.3,0.01,0.87,0.11,-0.3,0.009,2008,3,20
11257,1.71,1.1,-0.59,-0.4,-0.92,0.009,2008,3,24
11258,0.38,0.4,-0.16,-0.04,0.02,0.009,2008,3,25
11259,-0.82,0.59,-0.56,0.48,-0.54,0.009,2008,3,26
11260,-1.13,-0.22,0.01,-0.5,0.27,0.009,2008,3,27
11261,-0.82,-0.51,0.24,-0.12,-0.23,0.009,2008,3,28
11262,0.57,0.14,0.46,0.01,-0.24,0.009,2008,3,31
11263,3.37,-0.59,0.11,-0.09,-0.24,0.008,2008,4,1
11264,-0.09,0.5,-0.2,0.2,-0.31,0.008,2008,4,2
11265,0.14,-0.09,-0.16,-0.2,0.12,0.008,2008,4,3
11266,0.16,0.03,-0.55,0.1,-0.01,0.008,2008,4,4
11267,0.14,-0.36,0.47,-0.08,0.01,0.008,2008,4,7
11268,-0.34,0.33,-0.16,0.33,-0.34,0.008,2008,4,8
11269,-0.96,-0.87,-0.17,0.22,-0.05,0.008,2008,4,9
11270,0.53,0.6,-0.53,-0.06,0.09,0.008,2008,4,10
11271,-2.02,-0.55,0.5,0.34,0.11,0.008,2008,4,11
11272,-0.38,0.1,-0.33,0.68,-0.1,0.008,2008,4,14
11273,0.46,0.32,0.39,0.44,-0.03,0.008,2008,4,15
11274,2.27,0.55,0.12,0.12,-0.01,0.008,2008,4,16
11275,-0.1,-0.79,0.38,-0.02,0.02,0.008,2008,4,17
11276,1.67,0.13,-0.58,0.45,-0.36,0.008,2008,4,18
11277,-0.17,-0.15,-0.64,0.29,-0.41,0.008,2008,4,21
11278,-0.97,-1.09,0.38,0.05,-0.37,0.008,2008,4,22
11279,0.26,0.12,-1.21,-0.18,0.25,0.008,2008,4,23
11280,0.66,0.59,0.49,-0.55,0.35,0.008,2008,4,24
11281,0.68,-0.06,0.23,0.34,-0.51,0.008,2008,4,25
11282,-0.03,0.58,0.19,-0.01,-0.22,0.008,2008,4,28
11283,-0.36,-0.42,0.43,-0.49,-0.23,0.008,2008,4,29
11284,-0.3,-0.07,-0.02,-0.17,-0.24,0.008,2008,4,30
11285,1.66,0.08,0.35,-0.93,0.45,0.008,2008,5,1
11286,0.2,-0.72,0.0,0.08,-0.21,0.008,2008,5,2
11287,-0.41,0.34,-0.18,0.85,0.02,0.008,2008,5,5
11288,0.75,0.03,0.35,0.18,-0.17,0.008,2008,5,6
11289,-1.66,0.0,-0.2,0.37,0.41,0.008,2008,5,7
11290,0.37,0.03,-0.27,-0.02,-0.15,0.008,2008,5,8
11291,-0.54,0.6,-0.19,0.19,0.0,0.008,2008,5,9
11292,1.1,0.66,-0.38,0.02,0.36,0.008,2008,5,12
11293,0.09,0.62,-0.14,0.32,-0.14,0.008,2008,5,13
11294,0.38,-0.43,0.1,-0.2,0.3,0.008,2008,5,14
11295,1.02,-0.12,-0.31,0.07,0.2,0.008,2008,5,15
11296,0.1,-0.37,-0.02,0.3,-0.45,0.008,2008,5,16
11297,-0.02,-0.2,0.12,0.19,-0.27,0.008,2008,5,19
11298,-0.8,0.55,-0.19,0.49,-0.27,0.008,2008,5,20
11299,-1.56,0.47,0.24,0.11,0.39,0.008,2008,5,21
11300,0.38,0.27,0.06,-0.44,0.27,0.008,2008,5,22
11301,-1.24,0.05,-0.35,-0.26,-0.11,0.008,2008,5,23
11302,0.72,0.57,-0.14,-0.29,0.12,0.008,2008,5,27
11303,0.49,-0.01,-0.1,0.23,-0.16,0.008,2008,5,28
11304,0.61,0.29,-0.17,-0.65,0.08,0.008,2008,5,29
11305,0.29,0.25,0.0,0.15,-0.5,0.008,2008,5,30
11306,-0.98,0.19,0.17,0.59,-0.06,0.008,2008,6,2
11307,-0.46,0.22,0.04,-0.31,0.09,0.008,2008,6,3
11308,0.02,0.49,-0.63,-0.36,0.26,0.008,2008,6,4
11309,1.95,0.45,-0.17,0.61,-0.54,0.008,2008,6,5
11310,-2.9,0.14,-0.1,0.19,-0.4,0.008,2008,6,6
11311,-0.03,-0.52,-0.45,1.12,-0.01,0.008,2008,6,9
11312,-0.31,-0.01,-0.17,0.0,0.42,0.008,2008,6,10
11313,-1.66,-0.18,-0.06,0.44,-0.17,0.008,2008,6,11
11314,0.31,-0.02,0.06,-0.26,0.52,0.008,2008,6,12
11315,1.55,0.33,-0.43,0.12,-0.11,0.008,2008,6,13
11316,0.15,0.85,-0.08,0.1,-0.37,0.008,2008,6,16
11317,-0.55,0.1,-0.28,0.46,-0.37,0.008,2008,6,17
11318,-0.96,0.24,0.18,0.42,0.05,0.008,2008,6,18
11319,0.34,0.48,-0.6,-0.08,0.35,0.008,2008,6,19
11320,-1.79,0.37,0.11,0.35,0.02,0.008,2008,6,20
11321,-0.16,-0.6,-0.31,1.19,-0.2,0.008,2008,6,23
11322,-0.54,-1.2,0.31,-0.31,0.3,0.008,2008,6,24
11323,0.64,0.3,-0.39,-0.5,0.15,0.008,2008,6,25
11324,-2.83,0.58,0.11,0.37,-0.06,0.008,2008,6,26
11325,-0.37,0.19,-0.5,0.53,-0.35,0.008,2008,6,27
11326,-0.07,-1.09,0.18,0.69,-0.06,0.008,2008,6,30
11327,0.29,-0.38,0.31,0.17,-0.47,0.007,2008,7,1
11328,-2.0,-0.87,0.17,-0.4,0.11,0.007,2008,7,2
11329,-0.15,-0.67,-0.25,0.41,0.19,0.007,2008,7,3
11330,-0.81,-0.14,-1.27,0.26,0.21,0.007,2008,7,7
11331,1.84,1.37,2.31,-1.09,0.2,0.007,2008,7,8
11332,-2.06,-0.34,-1.38,0.34,0.09,0.007,2008,7,9
11333,0.65,-0.17,-1.18,0.55,-0.37,0.007,2008,7,10
11334,-0.88,1.32,-1.1,-0.04,0.07,0.007,2008,7,11
11335,-0.93,-0.53,-2.46,0.82,-0.23,0.007,2008,7,14
11336,-0.96,0.87,-1.23,0.17,0.5,0.007,2008,7,15
11337,2.52,0.97,4.74,-1.1,0.01,0.007,2008,7,16
11338,1.12,0.67,4.07,-1.18,0.43,0.007,2008,7,17
11339,-0.08,-0.52,1.05,-0.02,0.05,0.007,2008,7,18
11340,0.16,0.29,-0.53,0.02,-0.43,0.007,2008,7,21
11341,1.37,1.54,3.05,-0.61,0.05,0.007,2008,7,22
11342,0.32,0.25,1.47,-0.38,0.53,0.007,2008,7,23
11343,-2.31,0.09,-2.86,0.82,-0.11,0.007,2008,7,24
11344,0.47,0.69,-0.97,0.34,-0.35,0.007,2008,7,25
11345,-1.76,-0.18,-1.38,0.82,0.07,0.007,2008,7,28
11346,2.27,0.23,3.28,-0.57,0.32,0.007,2008,7,29
11347,1.58,-1.28,-0.09,0.27,-0.29,0.007,2008,7,30
11348,-1.16,0.58,0.4,-1.09,0.36,0.007,2008,7,31
11349,-0.47,0.77,0.93,-0.39,-0.45,0.006,2008,8,1
11350,-1.09,-0.21,0.33,0.0,0.83,0.006,2008,8,4
11351,2.65,-0.35,1.68,-0.17,0.2,0.006,2008,8,5
11352,0.5,0.33,-1.07,0.21,-0.82,0.006,2008,8,6
11353,-1.73,0.32,-1.75,1.0,0.09,0.006,2008,8,7
11354,2.28,0.83,1.24,0.29,0.89,0.006,2008,8,8
11355,0.83,1.56,1.15,-0.27,0.28,0.006,2008,8,11
11356,-1.05,0.56,-2.05,0.62,0.06,0.006,2008,8,12
11357,-0.15,0.41,-1.91,0.28,-0.55,0.006,2008,8,13
11358,0.63,0.28,1.28,-0.52,-0.01,0.006,2008,8,14
11359,0.38,-0.29,1.02,-0.23,0.47,0.006,2008,8,15
11360,-1.45,0.08,-0.96,0.58,0.14,0.006,2008,8,18
11361,-1.0,-0.75,-1.16,0.56,-0.33,0.006,2008,8,19
11362,0.54,-0.52,0.02,0.36,-0.61,0.006,2008,8,20
11363,0.12,-0.96,-0.41,0.35,0.0,0.006,2008,8,21
11364,1.14,0.61,1.02,-0.18,0.45,0.006,2008,8,22
11365,-1.92,-0.27,-0.55,0.1,-0.05,0.006,2008,8,25
11366,0.33,-0.09,0.2,0.22,-0.21,0.006,2008,8,26
11367,0.88,0.32,0.4,-0.02,-0.1,0.006,2008,8,27
11368,1.51,0.4,1.79,-0.88,0.2,0.006,2008,8,28
11369,-1.25,0.29,0.62,-0.21,0.15,0.006,2008,8,29
11370,-0.44,0.62,1.92,-0.06,0.77,0.007,2008,9,2
11371,-0.23,0.8,1.54,-0.12,0.39,0.007,2008,9,3
11372,-2.9,0.05,-0.51,0.6,0.29,0.007,2008,9,4
11373,0.42,-0.55,1.58,-0.62,0.03,0.007,2008,9,5
11374,1.76,-0.06,2.12,0.03,0.88,0.007,2008,9,8
11375,-3.41,0.46,-0.85,0.7,0.92,0.007,2008,9,9
11376,0.7,0.33,-0.74,0.67,-0.34,0.007,2008,9,10
11377,1.22,-0.87,0.12,0.89,-0.01,0.007,2008,9,11
11378,0.29,-0.19,-0.13,0.77,-0.09,0.007,2008,9,12
11379,-4.45,0.89,-2.32,1.0,1.11,0.007,2008,9,15
11380,1.65,0.76,2.04,-0.18,-0.93,0.007,2008,9,16
11381,-4.6,0.22,-2.18,0.76,0.01,0.007,2008,9,17
11382,4.41,1.9,4.87,-2.59,-0.19,0.007,2008,9,18
11383,4.27,-1.21,3.94,-2.72,-1.33,0.007,2008,9,19
11384,-3.94,-0.09,-3.41,1.54,-0.08,0.007,2008,9,22
11385,-1.55,0.04,0.17,-0.17,0.25,0.007,2008,9,23
11386,-0.32,-1.34,-0.78,0.03,0.17,0.007,2008,9,24
11387,1.7,-1.02,0.64,0.25,0.11,0.007,2008,9,25
11388,0.11,-0.61,1.06,0.34,-0.25,0.007,2008,9,26
11389,-8.26,2.64,-4.07,1.24,0.8,0.007,2008,9,29
11390,4.88,-2.84,3.01,-0.23,-0.99,0.007,2008,9,30
11391,-0.47,-0.62,3.04,-1.29,0.17,0.004,2008,10,1
11392,-4.2,-0.59,0.7,-0.13,0.93,0.004,2008,10,2
11393,-1.47,-1.24,-1.21,0.23,0.98,0.004,2008,10,3
11394,-3.95,-0.01,0.38,0.42,0.52,0.004,2008,10,6
11395,-5.76,0.32,-3.55,1.04,0.43,0.004,2008,10,7
11396,-1.27,-0.58,-2.32,0.99,-0.41,0.004,2008,10,8
11397,-7.35,-0.67,-2.6,0.15,0.05,0.004,2008,10,9
11398,-0.95,4.51,3.16,-0.84,-0.75,0.004,2008,10,10
11399,11.35,-2.91,-2.0,0.33,-0.59,0.004,2008,10,13
11400,-0.86,-2.08,4.58,-1.64,0.21,0.004,2008,10,14
11401,-8.78,0.11,0.8,-0.29,0.32,0.004,2008,10,15
11402,4.32,1.95,-1.39,1.31,-0.36,0.004,2008,10,16
11403,-0.41,-1.13,-0.91,-0.45,0.16,0.004,2008,10,17
11404,4.55,-1.21,-0.84,0.35,0.32,0.004,2008,10,20
11405,-2.95,0.19,0.46,0.44,-0.17,0.004,2008,10,21
11406,-5.76,0.74,0.04,-0.63,-0.02,0.004,2008,10,22
11407,0.29,-3.27,-0.85,1.77,0.88,0.004,2008,10,23
11408,-3.28,-0.22,-0.5,0.47,0.31,0.004,2008,10,24
11409,-3.36,-0.86,0.31,1.16,0.56,0.004,2008,10,27
11410,9.77,-3.39,0.52,0.92,-0.04,0.004,2008,10,28
11411,-0.47,2.47,-1.27,-0.29,-0.83,0.004,2008,10,29
11412,2.99,1.86,-0.54,-0.11,-0.91,0.004,2008,10,30
11413,1.88,2.64,2.09,-0.41,-0.38,0.004,2008,10,31
11414,-0.05,0.26,0.53,-0.67,0.44,0.001,2008,11,3
11415,3.57,-2.56,0.21,-0.65,-0.63,0.001,2008,11,4
11416,-5.05,-0.06,-1.58,0.57,-0.03,0.001,2008,11,5
11417,-4.83,1.48,-0.36,0.43,1.12,0.001,2008,11,6
11418,2.62,-1.19,-0.74,0.52,-0.1,0.001,2008,11,7
11419,-1.32,-1.01,-2.08,0.95,0.11,0.001,2008,11,10
11420,-2.25,0.02,0.01,0.2,0.34,0.001,2008,11,11
11421,-5.14,-0.7,-1.16,0.85,-0.03,0.001,2008,11,12
11422,6.79,0.83,0.04,0.69,0.51,0.001,2008,11,13
11423,-4.27,-2.34,-0.11,-0.06,-0.06,0.001,2008,11,14
11424,-2.43,1.53,-1.74,0.99,0.06,0.001,2008,11,17
11425,0.7,-1.49,-0.68,0.96,0.28,0.001,2008,11,18
11426,-6.29,-0.71,-3.04,1.25,0.12,0.001,2008,11,19
11427,-6.6,1.0,-2.54,1.13,1.11,0.001,2008,11,20
11428,6.11,-1.52,-2.19,1.04,1.13,0.001,2008,11,21
11429,6.27,-0.05,4.89,-0.81,-1.41,0.001,2008,11,24
11430,0.94,0.48,2.15,-0.6,-0.07,0.001,2008,11,25
11431,3.88,1.84,0.3,-0.62,-0.42,0.001,2008,11,26
11432,1.06,-0.2,1.77,-1.21,0.08,0.001,2008,11,28
11433,-8.95,-1.6,-3.8,1.08,0.42,0.0,2008,12,1
11434,3.97,1.11,2.49,-0.93,0.5,0.0,2008,12,2
11435,2.63,-0.05,1.54,-0.12,0.08,0.0,2008,12,3
11436,-2.9,0.13,1.21,-0.11,0.61,0.0,2008,12,4
11437,3.75,0.51,1.9,-0.86,-0.5,0.0,2008,12,5
11438,3.8,0.02,0.17,0.12,-1.13,0.0,2008,12,8
11439,-2.23,-0.87,-1.15,-0.56,-0.54,0.0,2008,12,9
11440,1.2,0.99,-0.88,0.9,-0.36,0.0,2008,12,10
11441,-2.93,-1.75,-2.23,0.34,0.01,0.0,2008,12,11
11442,0.96,2.36,0.74,-0.6,0.09,0.0,2008,12,12
11443,-1.54,-1.57,-1.36,0.68,-0.1,0.0,2008,12,15
11444,5.14,0.39,2.59,-0.96,-0.06,0.0,2008,12,16
11445,-0.62,1.62,-0.54,0.2,-0.29,0.0,2008,12,17
11446,-1.83,0.74,-0.16,-0.01,-0.25,0.0,2008,12,18
11447,0.35,0.82,-0.18,0.26,-0.17,0.0,2008,12,19
11448,-1.87,-0.27,-0.85,0.06,0.55,0.0,2008,12,22
11449,-0.89,-0.34,-0.7,0.22,-0.26,0.0,2008,12,23
11450,0.51,-0.12,0.64,0.19,-0.02,0.0,2008,12,24
11451,0.63,0.6,0.05,0.01,0.19,0.0,2008,12,26
11452,-0.56,-1.51,0.0,0.49,-0.09,0.0,2008,12,29
11453,2.47,0.85,1.04,0.08,0.07,0.0,2008,12,30
11454,1.7,1.67,0.82,-0.67,-0.11,0.0,2008,12,31
11455,3.11,-1.35,-0.44,-0.18,-0.08,0.0,2009,1,2
11456,-0.28,0.35,-1.16,-0.34,-0.51,0.0,2009,1,5
11457,0.87,1.15,0.88,-0.46,-0.1,0.0,2009,1,6
11458,-2.96,-0.03,-1.15,0.24,0.05,0.0,2009,1,7
11459,0.47,0.68,0.43,-0.28,0.63,0.0,2009,1,8
11460,-2.21,-1.57,-1.29,0.55,0.1,0.0,2009,1,9
11461,-2.28,-0.11,-1.98,0.39,0.39,0.0,2009,1,12
11462,0.28,0.34,0.44,-0.65,-0.34,0.0,2009,1,13
11463,-3.38,-0.75,-1.31,0.33,0.19,0.0,2009,1,14
11464,0.39,1.75,-2.35,0.66,0.43,0.0,2009,1,15
11465,0.74,0.12,-1.07,0.27,0.42,0.0,2009,1,16
11466,-5.34,-0.87,-4.2,0.9,1.13,0.0,2009,1,20
11467,4.21,-0.24,2.89,-0.84,-1.15,0.0,2009,1,21
11468,-1.62,-1.23,-1.86,0.49,-0.84,0.0,2009,1,22
11469,0.44,-0.35,1.12,-0.34,-0.44,0.0,2009,1,23
11470,0.54,0.73,-0.69,0.41,-0.28,0.0,2009,1,26
11471,1.08,-0.2,0.32,-0.73,-0.15,0.0,2009,1,27
11472,3.32,0.04,2.88,-0.48,-0.62,0.0,2009,1,28
11473,-3.23,-0.7,-2.19,0.1,0.01,0.0,2009,1,29
11474,-2.16,0.09,-1.2,-0.05,-0.38,0.0,2009,1,30
11475,0.06,1.17,-0.38,-0.13,0.27,0.001,2009,2,2
11476,1.46,-0.6,-2.46,0.87,0.42,0.001,2009,2,3
11477,-0.6,-0.32,-0.36,-0.32,-0.52,0.001,2009,2,4
11478,1.61,0.02,-0.13,-0.12,-0.16,0.001,2009,2,5
11479,2.79,0.49,2.48,-0.14,-0.24,0.001,2009,2,6
11480,0.03,-0.69,0.06,0.08,-0.36,0.001,2009,2,9
11481,-4.62,0.39,-2.86,0.49,-0.15,0.001,2009,2,10
11482,0.75,-0.47,1.24,-0.73,-0.06,0.001,2009,2,11
11483,0.3,0.23,-0.53,0.2,-0.48,0.001,2009,2,12
11484,-0.85,0.6,-1.48,-0.3,-0.22,0.001,2009,2,13
11485,-4.36,0.46,-2.41,0.45,0.37,0.001,2009,2,17
11486,-0.33,-1.04,-0.76,0.4,-0.31,0.001,2009,2,18
11487,-1.15,-0.34,-2.02,0.72,-0.32,0.001,2009,2,19
11488,-1.16,-0.3,-0.94,0.45,0.33,0.001,2009,2,20
11489,-3.43,-0.31,0.77,0.0,0.45,0.001,2009,2,23
11490,4.0,-0.32,3.08,-1.17,-0.23,0.001,2009,2,24
11491,-1.15,-1.42,0.34,-0.01,-0.07,0.001,2009,2,25
11492,-1.53,-0.18,1.35,0.06,-0.16,0.001,2009,2,26
11493,-2.01,1.31,-2.13,0.3,0.37,0.001,2009,2,27
11494,-4.75,-0.51,-0.36,0.24,0.79,0.001,2009,3,2
11495,-0.71,-1.1,-2.32,-0.24,-0.78,0.001,2009,3,3
11496,2.42,0.17,-0.95,-0.53,-0.12,0.001,2009,3,4
11497,-4.21,-1.16,-3.22,0.47,0.04,0.001,2009,3,5
11498,0.2,0.19,-0.62,-0.25,-0.08,0.001,2009,3,6
11499,-1.09,-0.87,0.17,0.14,-0.56,0.001,2009,3,9
11500,6.35,0.01,4.34,-2.02,-0.04,0.001,2009,3,10
11501,0.3,-0.36,0.54,0.12,-0.52,0.001,2009,3,11
11502,4.16,1.88,2.7,-0.63,0.03,0.001,2009,3,12
11503,0.74,0.21,0.51,-0.14,-0.03,0.001,2009,3,13
11504,-0.55,-0.83,0.34,0.83,-0.1,0.001,2009,3,16
11505,3.2,0.99,1.6,-0.43,0.14,0.001,2009,3,17
11506,2.18,0.98,4.06,-0.92,0.33,0.001,2009,3,18
11507,-1.03,0.47,-2.72,0.69,-0.49,0.001,2009,3,19
11508,-1.95,-0.75,-0.89,0.28,0.03,0.001,2009,3,20
11509,6.89,0.37,4.37,-0.84,-0.08,0.001,2009,3,23
11510,-1.93,-1.51,-1.77,0.38,-0.25,0.001,2009,3,24
11511,0.94,1.34,1.43,-0.44,-0.23,0.001,2009,3,25
11512,2.68,1.88,-0.08,-0.12,0.2,0.001,2009,3,26
11513,-2.06,-1.38,0.18,-0.42,0.41,0.001,2009,3,27
11514,-3.47,0.99,-3.92,1.25,-0.18,0.001,2009,3,30
11515,1.29,-0.08,1.82,-0.27,-0.26,0.001,2009,3,31
11516,1.65,-0.19,1.64,-0.04,0.65,0.001,2009,4,1
11517,3.07,2.03,0.51,0.04,-0.19,0.001,2009,4,2
11518,1.02,0.08,0.94,-0.03,-0.49,0.001,2009,4,3
11519,-0.93,-0.77,-0.83,0.3,0.06,0.001,2009,4,6
11520,-2.42,-0.83,-0.14,0.35,0.32,0.001,2009,4,7
11521,1.28,1.07,0.05,0.0,0.18,0.001,2009,4,8
11522,3.91,1.52,4.61,-0.15,-0.49,0.001,2009,4,9
11523,0.26,-0.48,2.35,-0.89,-0.19,0.001,2009,4,13
11524,-2.02,-0.55,-3.04,0.33,-0.04,0.001,2009,4,14
11525,1.12,0.32,2.38,-0.33,0.46,0.001,2009,4,15
11526,1.69,1.28,0.07,-0.01,0.47,0.001,2009,4,16
11527,0.55,0.96,0.35,0.45,0.11,0.001,2009,4,17
11528,-4.32,-0.83,-4.38,0.48,0.26,0.001,2009,4,20
11529,2.19,1.46,3.14,-0.13,-0.27,0.001,2009,4,21
11530,-0.61,1.38,-1.2,0.78,-0.06,0.001,2009,4,22
11531,0.66,-1.63,0.24,0.77,-0.39,0.001,2009,4,23
11532,1.77,0.86,0.09,-0.16,0.38,0.001,2009,4,24
11533,-0.95,-0.65,-1.79,-0.22,-0.18,0.001,2009,4,27
11534,-0.21,0.94,0.13,0.25,-0.11,0.001,2009,4,28
11535,2.41,1.1,1.28,-0.98,0.05,0.001,2009,4,29
11536,-0.04,-0.43,-0.67,0.02,0.07,0.001,2009,4,30
11537,0.45,-0.55,-0.22,0.28,-0.01,0.0,2009,5,1
11538,3.36,0.29,3.17,-0.31,-0.37,0.0,2009,5,4
11539,-0.27,-0.02,-0.23,-0.37,-0.36,0.0,2009,5,5
11540,1.45,-1.38,2.61,0.15,-0.18,0.0,2009,5,6
11541,-1.42,-0.74,-0.89,0.75,-0.27,0.0,2009,5,7
11542,2.48,0.77,3.05,-0.46,-0.29,0.0,2009,5,8
11543,-2.01,0.61,-2.48,-0.17,0.03,0.0,2009,5,11
11544,-0.31,-1.25,-1.5,0.35,0.46,0.0,2009,5,12
11545,-2.91,-1.86,-1.55,0.21,0.4,0.0,2009,5,13
11546,1.11,0.7,1.03,-0.32,-0.28,0.0,2009,5,14
11547,-1.02,0.37,-1.19,0.12,-0.12,0.0,2009,5,15
11548,3.13,0.74,2.11,-0.2,-0.26,0.0,2009,5,18
11549,-0.05,0.01,-1.37,0.0,0.09,0.0,2009,5,19
11550,-0.48,-0.25,-1.17,0.02,-0.08,0.0,2009,5,20
11551,-1.68,-0.05,0.38,-0.39,-0.22,0.0,2009,5,21
11552,-0.15,-0.54,-0.6,-0.34,0.36,0.0,2009,5,22
11553,2.78,1.76,0.66,0.17,0.05,0.0,2009,5,26
11554,-1.8,0.01,-1.25,-0.19,-0.37,0.0,2009,5,27
11555,1.35,-1.19,0.53,-0.1,-0.28,0.0,2009,5,28
11556,1.38,0.5,-0.17,0.02,-0.18,0.0,2009,5,29
11557,2.72,1.41,-0.8,0.64,-0.17,0.0,2009,6,1
11558,0.29,0.77,-0.2,-0.08,-0.08,0.0,2009,6,2
11559,-1.39,0.65,-0.82,0.17,0.27,0.0,2009,6,3
11560,1.18,0.46,1.24,-0.57,-0.47,0.0,2009,6,4
11561,-0.19,0.04,-0.61,0.19,-0.21,0.0,2009,6,5
11562,-0.2,-0.79,0.6,-0.11,0.06,0.0,2009,6,8
11563,0.49,0.25,-0.24,-0.52,-0.29,0.0,2009,6,9
11564,-0.35,-0.37,-0.46,0.22,-0.01,0.0,2009,6,10
11565,0.63,-0.18,0.35,-0.72,-0.05,0.0,2009,6,11
11566,0.03,-0.11,-0.03,0.06,0.26,0.0,2009,6,12
11567,-2.38,-0.42,-0.37,0.08,0.18,0.0,2009,6,15
11568,-1.33,-0.2,-0.32,-0.25,0.05,0.0,2009,6,16
11569,-0.08,0.76,-1.02,0.17,0.18,0.0,2009,6,17
11570,0.74,-0.42,0.41,0.28,-0.18,0.0,2009,6,18
11571,0.35,0.38,0.17,-0.3,-0.29,0.0,2009,6,19
11572,-3.07,-0.68,-0.82,0.11,0.62,0.0,2009,6,22
11573,0.08,-1.01,0.19,-0.23,0.0,0.0,2009,6,23
11574,0.78,0.21,-0.15,-0.39,-0.08,0.0,2009,6,24
11575,2.19,0.8,0.01,0.41,0.01,0.0,2009,6,25
11576,0.04,1.55,0.15,-0.61,-0.4,0.0,2009,6,26
11577,0.82,-1.0,0.36,0.09,0.41,0.0,2009,6,29
11578,-0.74,0.27,-0.2,0.06,-0.19,0.0,2009,6,30
11579,0.54,1.41,0.19,0.51,0.54,0.001,2009,7,1
11580,-2.89,-0.85,-1.09,0.04,-0.21,0.001,2009,7,2
11581,-0.03,-1.0,-0.97,-0.04,-0.11,0.001,2009,7,6
11582,-1.93,-0.02,-0.14,-0.24,-0.12,0.001,2009,7,7
